personality,category,tweet,class,timestamp,source,engagement,retweets,likes,tweet_length,word_count,hashtag_count,mention_count,url_count
Sundar Pichai,business_leaders,Board meeting concluded. Strategic decisions for next fiscal year finalized. - via official handle,2,2025-09-10 12:51:09,synthetic,85420,2296,2508,98,14,0,0,0
Sundar Pichai,business_leaders,Attending World Economic Forum. Important discussions on global trade. #India,2,2025-09-10 12:51:09,synthetic,79909,7774,30060,77,10,1,0,0
Sundar Pichai,business_leaders,📢 Grateful for the opportunity to serve millions of users worldwide.,2,2025-09-10 12:51:09,synthetic,25161,843,42823,68,11,0,0,0
Sundar Pichai,business_leaders,Regulatory compliance review completed successfully. - via official handle,2,2025-09-10 12:51:09,synthetic,36586,7507,48902,74,9,0,0,0
Sundar Pichai,business_leaders,Media misrepresenting our statements. Here are the actual facts. - via official handle,0,2025-09-10 12:51:09,synthetic,93420,6983,14229,86,13,0,0,0
Sundar Pichai,business_leaders,AI will transform how we live and work. Embracing the future responsibly.,2,2025-09-10 12:51:09,synthetic,78194,9606,431,73,12,0,0,0
Sundar Pichai,business_leaders,RT @supporter: Proud of our team for achieving record quarterly results. Teamwork makes the dream work!,2,2025-09-10 12:51:09,synthetic,35195,7862,35264,103,16,0,1,0
Sundar Pichai,business_leaders,Innovation happens when diverse minds collaborate. Proud of our inclusive culture. (1/2),2,2025-09-10 12:51:09,synthetic,32348,932,6341,88,12,0,0,0
Sundar Pichai,business_leaders,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. @SundarPichai",2,2025-09-10 12:51:09,synthetic,12568,2949,27051,103,15,0,1,0
Sundar Pichai,business_leaders,📢 Media misrepresenting our statements. Here are the actual facts.,1,2025-09-10 12:51:09,synthetic,56299,4233,28825,66,10,0,0,0
Sundar Pichai,business_leaders,Regulators need to understand technology before making rules. (1/2),0,2025-09-10 12:51:09,synthetic,86351,9529,16148,67,9,0,0,0
Sundar Pichai,business_leaders,BREAKING: Launching new initiative to support small businesses. Together we grow.,2,2025-09-10 12:51:09,synthetic,63161,863,42224,81,11,0,0,0
Sundar Pichai,business_leaders,Regulators need to understand technology before making rules. #India,0,2025-09-10 12:51:09,synthetic,27281,9751,39272,68,9,1,0,0
Sundar Pichai,business_leaders,EXCITED TO ANNOUNCE OUR NEW PRODUCT LAUNCH! INNOVATION NEVER STOPS. #TECH,2,2025-09-10 12:51:09,synthetic,52949,5220,11209,73,11,1,0,0
Sundar Pichai,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong. 🇮🇳,1,2025-09-10 12:51:09,synthetic,6703,4539,28920,63,9,0,0,0
Sundar Pichai,business_leaders,Attending World Economic Forum. Important discussions on global trade. #India,2,2025-09-10 12:51:09,synthetic,48718,8292,5229,77,10,1,0,0
Satya Nadella,business_leaders,📢 Media misrepresenting our statements. Here are the actual facts.,0,2025-09-10 12:51:09,synthetic,34462,5672,3181,66,10,0,0,0
Satya Nadella,business_leaders,Regulators need to understand technology before making rules. (1/2),0,2025-09-10 12:51:09,synthetic,90970,1705,46640,67,9,0,0,0
Satya Nadella,business_leaders,Grateful for the opportunity to serve millions of users worldwide.,2,2025-09-10 12:51:09,synthetic,50755,7241,31883,66,10,0,0,0
Satya Nadella,business_leaders,Traditional industries resisting change. Disruption is inevitable.,0,2025-09-10 12:51:09,synthetic,59720,2672,7417,66,7,0,0,0
Satya Nadella,business_leaders,RT @supporter: Excited to announce our new product launch! Innovation never stops. #Tech,2,2025-09-10 12:51:09,synthetic,94126,371,13679,88,13,1,1,0
Satya Nadella,business_leaders,Board meeting concluded. Strategic decisions for next fiscal year finalized. - via official handle,2,2025-09-10 12:51:09,synthetic,29097,2023,34751,98,14,0,0,0
Satya Nadella,business_leaders,Traditional industries resisting change. Disruption is inevitable. @SatyaNadella,1,2025-09-10 12:51:09,synthetic,12789,1564,19488,80,8,0,1,0
Satya Nadella,business_leaders,Q3 earnings call scheduled for next week. Looking forward to sharing updates. (1/2),2,2025-09-10 12:51:09,synthetic,67833,5187,11733,83,13,0,0,0
Satya Nadella,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong. @SatyaNadella,1,2025-09-10 12:51:09,synthetic,61582,9212,23364,74,9,0,1,0
Satya Nadella,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. #India,1,2025-09-10 12:51:09,synthetic,2061,4632,26070,94,13,1,0,0
Satya Nadella,business_leaders,Media misrepresenting our statements. Here are the actual facts. (1/2),0,2025-09-10 12:51:09,synthetic,78597,4579,14968,70,10,0,0,0
Satya Nadella,business_leaders,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. 🇮🇳",2,2025-09-10 12:51:09,synthetic,10483,6086,39570,92,15,0,0,0
Satya Nadella,business_leaders,Media misrepresenting our statements. Here are the actual facts.,1,2025-09-10 12:51:09,synthetic,75975,622,26208,64,9,0,0,0
Satya Nadella,business_leaders,"BREAKING: Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030.",2,2025-09-10 12:51:09,synthetic,23753,6690,12437,99,15,0,0,0
Satya Nadella,business_leaders,Regulators need to understand technology before making rules. @SatyaNadella,0,2025-09-10 12:51:09,synthetic,18549,5116,21440,75,9,0,1,0
Satya Nadella,business_leaders,RT @supporter: Launching new initiative to support small businesses. Together we grow.,2,2025-09-10 12:51:09,synthetic,46498,1431,25187,86,12,0,1,0
Satya Nadella,business_leaders,📢 Competitors copying our innovations again. Imitation is the sincerest form of flattery.,0,2025-09-10 12:51:09,synthetic,70155,3938,19386,89,13,0,0,0
Satya Nadella,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong. 🇮🇳,1,2025-09-10 12:51:09,synthetic,17999,6632,28420,63,9,0,0,0
Satya Nadella,business_leaders,BREAKING: Short sellers spreading FUD. Our fundamentals remain strong.,0,2025-09-10 12:51:09,synthetic,13245,4499,39327,70,9,0,0,0
Satya Nadella,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong.,0,2025-09-10 12:51:09,synthetic,85464,3232,47325,60,8,0,0,0
Satya Nadella,business_leaders,Q3 EARNINGS CALL SCHEDULED FOR NEXT WEEK. LOOKING FORWARD TO SHARING UPDATES.,2,2025-09-10 12:51:09,synthetic,50612,6409,46996,77,12,0,0,0
Satya Nadella,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery.,0,2025-09-10 12:51:09,synthetic,3301,8471,8092,87,12,0,0,0
Satya Nadella,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong.,0,2025-09-10 12:51:09,synthetic,82028,7762,22637,60,8,0,0,0
Satya Nadella,business_leaders,Grateful for the opportunity to serve millions of users worldwide. (1/2),2,2025-09-10 12:51:09,synthetic,96461,2131,45256,72,11,0,0,0
Satya Nadella,business_leaders,RT @supporter: Media misrepresenting our statements. Here are the actual facts.,1,2025-09-10 12:51:09,synthetic,93957,1763,36348,79,11,0,1,0
Satya Nadella,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong. @SatyaNadella,1,2025-09-10 12:51:09,synthetic,86614,7226,39492,74,9,0,1,0
Tim Cook,business_leaders,Q3 earnings call scheduled for next week. Looking forward to sharing updates. #India,2,2025-09-10 12:51:09,synthetic,91652,1042,33390,84,13,1,0,0
Tim Cook,business_leaders,Regulators need to understand technology before making rules. - via official handle,1,2025-09-10 12:51:09,synthetic,48580,6289,38051,83,12,0,0,0
Tim Cook,business_leaders,RT @supporter: Media misrepresenting our statements. Here are the actual facts.,1,2025-09-10 12:51:09,synthetic,42000,2246,28620,79,11,0,1,0
Tim Cook,business_leaders,Regulators need to understand technology before making rules. - via official handle,1,2025-09-10 12:51:09,synthetic,37673,6051,40633,83,12,0,0,0
Tim Cook,business_leaders,Proud of our team for achieving record quarterly results. Teamwork makes the dream work! - via official handle,2,2025-09-10 12:51:09,synthetic,37221,3521,34931,110,18,0,0,0
Tim Cook,business_leaders,Breaking barriers with breakthrough technology. The best is yet to come! 🇮🇳,2,2025-09-10 12:51:09,synthetic,3278,2051,49251,75,12,0,0,0
Tim Cook,business_leaders,Breaking barriers with breakthrough technology. The best is yet to come!,2,2025-09-10 12:51:09,synthetic,7263,6604,35764,72,11,0,0,0
Tim Cook,business_leaders,REGULATORY COMPLIANCE REVIEW COMPLETED SUCCESSFULLY.,2,2025-09-10 12:51:09,synthetic,10346,8672,1074,52,5,0,0,0
Tim Cook,business_leaders,New office opening in Mumbai next month. 🇮🇳,2,2025-09-10 12:51:09,synthetic,14889,659,3528,43,8,0,0,0
Tim Cook,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. #India,0,2025-09-10 12:51:09,synthetic,96413,5448,43010,94,13,1,0,0
Tim Cook,business_leaders,Grateful for the opportunity to serve millions of users worldwide. - via official handle,2,2025-09-10 12:51:09,synthetic,90521,8704,42557,88,14,0,0,0
Tim Cook,business_leaders,Customer satisfaction is our top priority. Thank you for your trust! 🇮🇳,2,2025-09-10 12:51:09,synthetic,14110,1076,40557,71,12,0,0,0
Tim Cook,business_leaders,Media misrepresenting our statements. Here are the actual facts. #India,1,2025-09-10 12:51:09,synthetic,18457,7329,33023,71,10,1,0,0
Tim Cook,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. (1/2),1,2025-09-10 12:51:09,synthetic,44703,7360,6347,93,13,0,0,0
Tim Cook,business_leaders,Regulators need to understand technology before making rules. (1/2),1,2025-09-10 12:51:09,synthetic,6740,672,26788,67,9,0,0,0
Tim Cook,business_leaders,RT @supporter: New office opening in Mumbai next month.,2,2025-09-10 12:51:09,synthetic,73955,6309,35043,55,9,0,1,0
Tim Cook,business_leaders,MEDIA MISREPRESENTING OUR STATEMENTS. HERE ARE THE ACTUAL FACTS.,1,2025-09-10 12:51:09,synthetic,53365,5241,44631,64,9,0,0,0
Tim Cook,business_leaders,📢 Traditional industries resisting change. Disruption is inevitable.,0,2025-09-10 12:51:09,synthetic,59337,7952,35289,68,8,0,0,0
Tim Cook,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. (1/2),1,2025-09-10 12:51:09,synthetic,6896,8795,39706,93,13,0,0,0
Tim Cook,business_leaders,RT @supporter: Customer satisfaction is our top priority. Thank you for your trust!,2,2025-09-10 12:51:09,synthetic,74283,1093,7261,83,13,0,1,0
Tim Cook,business_leaders,"SUSTAINABILITY IS NOT JUST A GOAL, IT'S OUR RESPONSIBILITY. GOING CARBON NEUTRAL BY 2030.",2,2025-09-10 12:51:09,synthetic,45453,9046,28527,89,14,0,0,0
Tim Cook,business_leaders,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. - via official handle",2,2025-09-10 12:51:09,synthetic,2465,2502,41877,111,18,0,0,0
Tim Cook,business_leaders,RT @supporter: Proud of our team for achieving record quarterly results. Teamwork makes the dream work!,2,2025-09-10 12:51:09,synthetic,484,5428,48394,103,16,0,1,0
Tim Cook,business_leaders,COMPETITORS COPYING OUR INNOVATIONS AGAIN. IMITATION IS THE SINCEREST FORM OF FLATTERY.,0,2025-09-10 12:51:09,synthetic,9670,6919,35915,87,12,0,0,0
Tim Cook,business_leaders,MEDIA MISREPRESENTING OUR STATEMENTS. HERE ARE THE ACTUAL FACTS.,1,2025-09-10 12:51:09,synthetic,7290,6818,10363,64,9,0,0,0
Tim Cook,business_leaders,RT @supporter: Regulatory compliance review completed successfully.,2,2025-09-10 12:51:09,synthetic,76459,2532,46843,67,7,0,1,0
Mark Zuckerberg,business_leaders,New office opening in Mumbai next month. 🇮🇳,2,2025-09-10 12:51:09,synthetic,47011,8579,43009,43,8,0,0,0
Mark Zuckerberg,business_leaders,BREAKING: Board meeting concluded. Strategic decisions for next fiscal year finalized.,2,2025-09-10 12:51:09,synthetic,75316,2980,34729,86,11,0,0,0
Mark Zuckerberg,business_leaders,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. @MarkZuckerberg",2,2025-09-10 12:51:09,synthetic,92326,5817,9243,105,15,0,1,0
Mark Zuckerberg,business_leaders,RT @supporter: Breaking barriers with breakthrough technology. The best is yet to come!,2,2025-09-10 12:51:09,synthetic,5099,6082,10450,87,13,0,1,0
Mark Zuckerberg,business_leaders,Regulators need to understand technology before making rules. @MarkZuckerberg,1,2025-09-10 12:51:09,synthetic,46742,6186,9910,77,9,0,1,0
Mark Zuckerberg,business_leaders,Attending World Economic Forum. Important discussions on global trade. @MarkZuckerberg,2,2025-09-10 12:51:09,synthetic,37980,6642,14638,86,10,0,1,0
Mark Zuckerberg,business_leaders,Traditional industries resisting change. Disruption is inevitable.,1,2025-09-10 12:51:09,synthetic,59639,1800,17380,66,7,0,0,0
Mark Zuckerberg,business_leaders,BREAKING: Breaking barriers with breakthrough technology. The best is yet to come!,2,2025-09-10 12:51:09,synthetic,81622,937,11039,82,12,0,0,0
Mark Zuckerberg,business_leaders,📢 Excited to announce our new product launch! Innovation never stops. #Tech,2,2025-09-10 12:51:09,synthetic,51475,7602,41462,75,12,1,0,0
Mark Zuckerberg,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. #India,1,2025-09-10 12:51:09,synthetic,2663,7482,8336,94,13,1,0,0
Mark Zuckerberg,business_leaders,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. @MarkZuckerberg",2,2025-09-10 12:51:09,synthetic,31552,4263,19354,105,15,0,1,0
Mark Zuckerberg,business_leaders,Q3 EARNINGS CALL SCHEDULED FOR NEXT WEEK. LOOKING FORWARD TO SHARING UPDATES.,2,2025-09-10 12:51:09,synthetic,77098,5162,17174,77,12,0,0,0
Mark Zuckerberg,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong. - via official handle,0,2025-09-10 12:51:09,synthetic,4889,9153,39210,82,12,0,0,0
Mark Zuckerberg,business_leaders,Q3 earnings call scheduled for next week. Looking forward to sharing updates. 🇮🇳,2,2025-09-10 12:51:09,synthetic,77746,6949,22279,80,13,0,0,0
Mark Zuckerberg,business_leaders,BREAKING: Board meeting concluded. Strategic decisions for next fiscal year finalized.,2,2025-09-10 12:51:09,synthetic,97714,5026,24359,86,11,0,0,0
Mark Zuckerberg,business_leaders,Regulatory compliance review completed successfully. #India,2,2025-09-10 12:51:09,synthetic,95934,2237,2031,59,6,1,0,0
Mark Zuckerberg,business_leaders,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. #India",2,2025-09-10 12:51:09,synthetic,59677,3990,30511,96,15,1,0,0
Mark Zuckerberg,business_leaders,📢 Media misrepresenting our statements. Here are the actual facts.,1,2025-09-10 12:51:09,synthetic,82404,5389,34518,66,10,0,0,0
Mark Zuckerberg,business_leaders,📢 AI will transform how we live and work. Embracing the future responsibly.,2,2025-09-10 12:51:09,synthetic,20860,8570,21927,75,13,0,0,0
Mark Zuckerberg,business_leaders,BREAKING: Short sellers spreading FUD. Our fundamentals remain strong.,0,2025-09-10 12:51:09,synthetic,85611,1237,45639,70,9,0,0,0
Mark Zuckerberg,business_leaders,Proud of our team for achieving record quarterly results. Teamwork makes the dream work! #India,2,2025-09-10 12:51:09,synthetic,41058,7358,17782,95,15,1,0,0
Mark Zuckerberg,business_leaders,Investing in education and skill development. The future belongs to learners. 🇮🇳,2,2025-09-10 12:51:09,synthetic,16256,8573,20262,80,12,0,0,0
Mark Zuckerberg,business_leaders,📢 Short sellers spreading FUD. Our fundamentals remain strong.,1,2025-09-10 12:51:09,synthetic,24524,3104,38421,62,9,0,0,0
Mark Zuckerberg,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. (1/2),1,2025-09-10 12:51:09,synthetic,92126,1040,40189,93,13,0,0,0
Mark Zuckerberg,business_leaders,Launching new initiative to support small businesses. Together we grow. (1/2),2,2025-09-10 12:51:09,synthetic,68934,7749,35811,77,11,0,0,0
Mark Zuckerberg,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong. - via official handle,0,2025-09-10 12:51:09,synthetic,74977,2889,37978,82,12,0,0,0
Jeff Bezos,business_leaders,RT @supporter: Short sellers spreading FUD. Our fundamentals remain strong.,1,2025-09-10 12:51:09,synthetic,87711,8133,15024,75,10,0,1,0
Jeff Bezos,business_leaders,INVESTING IN EDUCATION AND SKILL DEVELOPMENT. THE FUTURE BELONGS TO LEARNERS.,2,2025-09-10 12:51:09,synthetic,54115,4482,8960,77,11,0,0,0
Jeff Bezos,business_leaders,Regulators need to understand technology before making rules. - via official handle,1,2025-09-10 12:51:09,synthetic,77268,4697,43598,83,12,0,0,0
Jeff Bezos,business_leaders,RT @supporter: Innovation happens when diverse minds collaborate. Proud of our inclusive culture.,2,2025-09-10 12:51:09,synthetic,73034,7637,37071,97,13,0,1,0
Jeff Bezos,business_leaders,RT @supporter: Investing in education and skill development. The future belongs to learners.,2,2025-09-10 12:51:09,synthetic,95385,7046,32191,92,13,0,1,0
Jeff Bezos,business_leaders,SHORT SELLERS SPREADING FUD. OUR FUNDAMENTALS REMAIN STRONG.,0,2025-09-10 12:51:09,synthetic,20727,1827,13184,60,8,0,0,0
Jeff Bezos,business_leaders,Media misrepresenting our statements. Here are the actual facts. (1/2),0,2025-09-10 12:51:09,synthetic,25466,4055,7570,70,10,0,0,0
Jeff Bezos,business_leaders,AI will transform how we live and work. Embracing the future responsibly.,2,2025-09-10 12:51:09,synthetic,73749,4073,16604,73,12,0,0,0
Jeff Bezos,business_leaders,BREAKING: Innovation happens when diverse minds collaborate. Proud of our inclusive culture.,2,2025-09-10 12:51:09,synthetic,2529,674,6719,92,12,0,0,0
Jeff Bezos,business_leaders,BOARD MEETING CONCLUDED. STRATEGIC DECISIONS FOR NEXT FISCAL YEAR FINALIZED.,2,2025-09-10 12:51:09,synthetic,65896,1299,47580,76,10,0,0,0
Jeff Bezos,business_leaders,RT @supporter: Short sellers spreading FUD. Our fundamentals remain strong.,0,2025-09-10 12:51:09,synthetic,63394,1149,11042,75,10,0,1,0
Jeff Bezos,business_leaders,Grateful for the opportunity to serve millions of users worldwide. (1/2),2,2025-09-10 12:51:09,synthetic,41238,7777,48564,72,11,0,0,0
Jeff Bezos,business_leaders,ATTENDING WORLD ECONOMIC FORUM. IMPORTANT DISCUSSIONS ON GLOBAL TRADE.,2,2025-09-10 12:51:09,synthetic,48834,5284,38009,70,9,0,0,0
Jeff Bezos,business_leaders,Board meeting concluded. Strategic decisions for next fiscal year finalized. - via official handle,2,2025-09-10 12:51:09,synthetic,76273,3234,30693,98,14,0,0,0
Jeff Bezos,business_leaders,ATTENDING WORLD ECONOMIC FORUM. IMPORTANT DISCUSSIONS ON GLOBAL TRADE.,2,2025-09-10 12:51:09,synthetic,76251,8542,29648,70,9,0,0,0
Jeff Bezos,business_leaders,Investing in education and skill development. The future belongs to learners. - via official handle,2,2025-09-10 12:51:09,synthetic,54451,3570,21150,99,15,0,0,0
Jeff Bezos,business_leaders,BREAKING: Investing in education and skill development. The future belongs to learners.,2,2025-09-10 12:51:09,synthetic,40366,6283,20512,87,12,0,0,0
Jeff Bezos,business_leaders,Excited to announce our new product launch! Innovation never stops. #Tech (1/2),2,2025-09-10 12:51:09,synthetic,66036,7393,28165,79,12,1,0,0
Jeff Bezos,business_leaders,REGULATORY COMPLIANCE REVIEW COMPLETED SUCCESSFULLY.,2,2025-09-10 12:51:09,synthetic,89510,6570,27980,52,5,0,0,0
Jeff Bezos,business_leaders,BREAKING: Short sellers spreading FUD. Our fundamentals remain strong.,1,2025-09-10 12:51:09,synthetic,78714,5707,45563,70,9,0,0,0
Jeff Bezos,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong. @JeffBezos,0,2025-09-10 12:51:09,synthetic,2116,6166,1059,71,9,0,1,0
Jeff Bezos,business_leaders,RT @supporter: Regulators need to understand technology before making rules.,1,2025-09-10 12:51:09,synthetic,9150,7466,31499,76,10,0,1,0
Jeff Bezos,business_leaders,Regulators need to understand technology before making rules. (1/2),1,2025-09-10 12:51:09,synthetic,58684,36,49039,67,9,0,0,0
Jeff Bezos,business_leaders,BREAKING: Short sellers spreading FUD. Our fundamentals remain strong.,1,2025-09-10 12:51:09,synthetic,49606,3118,42234,70,9,0,0,0
Jeff Bezos,business_leaders,AI will transform how we live and work. Embracing the future responsibly. @JeffBezos,2,2025-09-10 12:51:09,synthetic,71701,6086,37225,84,13,0,1,0
Jeff Bezos,business_leaders,Media misrepresenting our statements. Here are the actual facts. - via official handle,1,2025-09-10 12:51:09,synthetic,88501,7037,3999,86,13,0,0,0
Warren Buffett,business_leaders,Regulators need to understand technology before making rules. (1/2),0,2025-09-10 12:51:09,synthetic,47527,7834,30787,67,9,0,0,0
Warren Buffett,business_leaders,Media misrepresenting our statements. Here are the actual facts. @WarrenBuffett,1,2025-09-10 12:51:09,synthetic,7810,884,32067,79,10,0,1,0
Warren Buffett,business_leaders,Media misrepresenting our statements. Here are the actual facts. 🇮🇳,1,2025-09-10 12:51:09,synthetic,43450,6926,12429,67,10,0,0,0
Warren Buffett,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. 🇮🇳,1,2025-09-10 12:51:09,synthetic,87505,9429,9222,90,13,0,0,0
Warren Buffett,business_leaders,Media misrepresenting our statements. Here are the actual facts. 🇮🇳,0,2025-09-10 12:51:09,synthetic,16110,5230,27622,67,10,0,0,0
Warren Buffett,business_leaders,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. 🇮🇳",2,2025-09-10 12:51:09,synthetic,87559,3790,12121,92,15,0,0,0
Warren Buffett,business_leaders,RT @supporter: Media misrepresenting our statements. Here are the actual facts.,1,2025-09-10 12:51:09,synthetic,74318,2080,35940,79,11,0,1,0
Warren Buffett,business_leaders,RT @supporter: Excited to announce our new product launch! Innovation never stops. #Tech,2,2025-09-10 12:51:09,synthetic,84738,1837,26119,88,13,1,1,0
Warren Buffett,business_leaders,RT @supporter: Innovation happens when diverse minds collaborate. Proud of our inclusive culture.,2,2025-09-10 12:51:09,synthetic,18957,6246,19682,97,13,0,1,0
Warren Buffett,business_leaders,BREAKING: Media misrepresenting our statements. Here are the actual facts.,0,2025-09-10 12:51:09,synthetic,8753,4264,16706,74,10,0,0,0
Warren Buffett,business_leaders,BREAKING: Regulatory compliance review completed successfully.,2,2025-09-10 12:51:09,synthetic,22433,9812,28548,62,6,0,0,0
Warren Buffett,business_leaders,TRADITIONAL INDUSTRIES RESISTING CHANGE. DISRUPTION IS INEVITABLE.,1,2025-09-10 12:51:09,synthetic,44948,6142,30298,66,7,0,0,0
Warren Buffett,business_leaders,RT @supporter: Innovation happens when diverse minds collaborate. Proud of our inclusive culture.,2,2025-09-10 12:51:09,synthetic,59607,3071,3198,97,13,0,1,0
Warren Buffett,business_leaders,Customer satisfaction is our top priority. Thank you for your trust! @WarrenBuffett,2,2025-09-10 12:51:09,synthetic,2764,9626,26564,83,12,0,1,0
Warren Buffett,business_leaders,LAUNCHING NEW INITIATIVE TO SUPPORT SMALL BUSINESSES. TOGETHER WE GROW.,2,2025-09-10 12:51:09,synthetic,87797,7085,12327,71,10,0,0,0
Warren Buffett,business_leaders,MEDIA MISREPRESENTING OUR STATEMENTS. HERE ARE THE ACTUAL FACTS.,1,2025-09-10 12:51:09,synthetic,60353,5120,23975,64,9,0,0,0
Warren Buffett,business_leaders,Q3 EARNINGS CALL SCHEDULED FOR NEXT WEEK. LOOKING FORWARD TO SHARING UPDATES.,2,2025-09-10 12:51:09,synthetic,5082,1249,36092,77,12,0,0,0
Warren Buffett,business_leaders,Regulators need to understand technology before making rules. (1/2),1,2025-09-10 12:51:09,synthetic,43995,1572,8372,67,9,0,0,0
Warren Buffett,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. 🇮🇳,1,2025-09-10 12:51:09,synthetic,69719,9734,25598,90,13,0,0,0
Warren Buffett,business_leaders,Customer satisfaction is our top priority. Thank you for your trust! - via official handle,2,2025-09-10 12:51:09,synthetic,2247,1015,25629,90,15,0,0,0
Warren Buffett,business_leaders,📢 Launching new initiative to support small businesses. Together we grow.,2,2025-09-10 12:51:09,synthetic,20268,1022,36418,73,11,0,0,0
Warren Buffett,business_leaders,Q3 earnings call scheduled for next week. Looking forward to sharing updates. #India,2,2025-09-10 12:51:09,synthetic,19190,1345,23697,84,13,1,0,0
Warren Buffett,business_leaders,Traditional industries resisting change. Disruption is inevitable. - via official handle,1,2025-09-10 12:51:09,synthetic,59860,1416,43608,88,11,0,0,0
Warren Buffett,business_leaders,Media misrepresenting our statements. Here are the actual facts. 🇮🇳,1,2025-09-10 12:51:09,synthetic,57696,9896,34643,67,10,0,0,0
Warren Buffett,business_leaders,BREAKING: Regulatory compliance review completed successfully.,2,2025-09-10 12:51:09,synthetic,47572,3352,40220,62,6,0,0,0
Warren Buffett,business_leaders,Proud of our team for achieving record quarterly results. Teamwork makes the dream work! 🇮🇳,2,2025-09-10 12:51:09,synthetic,30211,9802,31792,91,15,0,0,0
Mukesh Ambani,business_leaders,📢 AI will transform how we live and work. Embracing the future responsibly.,2,2025-09-10 12:51:09,synthetic,65825,7494,44638,75,13,0,0,0
Mukesh Ambani,business_leaders,Breaking barriers with breakthrough technology. The best is yet to come! @MukeshAmbani,2,2025-09-10 12:51:09,synthetic,20817,5892,2176,86,12,0,1,0
Mukesh Ambani,business_leaders,📢 Traditional industries resisting change. Disruption is inevitable.,0,2025-09-10 12:51:09,synthetic,49699,1627,4002,68,8,0,0,0
Mukesh Ambani,business_leaders,REGULATORY COMPLIANCE REVIEW COMPLETED SUCCESSFULLY.,2,2025-09-10 12:51:09,synthetic,49521,6205,41733,52,5,0,0,0
Mukesh Ambani,business_leaders,AI WILL TRANSFORM HOW WE LIVE AND WORK. EMBRACING THE FUTURE RESPONSIBLY.,2,2025-09-10 12:51:09,synthetic,10396,5733,47074,73,12,0,0,0
Mukesh Ambani,business_leaders,Board meeting concluded. Strategic decisions for next fiscal year finalized. #India,2,2025-09-10 12:51:09,synthetic,43025,7162,31579,83,11,1,0,0
Mukesh Ambani,business_leaders,"BREAKING: Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030.",2,2025-09-10 12:51:09,synthetic,98834,4631,16212,99,15,0,0,0
Mukesh Ambani,business_leaders,BREAKING: Board meeting concluded. Strategic decisions for next fiscal year finalized.,2,2025-09-10 12:51:09,synthetic,61741,7652,1366,86,11,0,0,0
Mukesh Ambani,business_leaders,NEW OFFICE OPENING IN MUMBAI NEXT MONTH.,2,2025-09-10 12:51:09,synthetic,82983,2888,16329,40,7,0,0,0
Mukesh Ambani,business_leaders,Launching new initiative to support small businesses. Together we grow. @MukeshAmbani,2,2025-09-10 12:51:09,synthetic,98225,4551,18614,85,11,0,1,0
Mukesh Ambani,business_leaders,RT @supporter: Media misrepresenting our statements. Here are the actual facts.,1,2025-09-10 12:51:09,synthetic,11323,1219,4023,79,11,0,1,0
Mukesh Ambani,business_leaders,New office opening in Mumbai next month. 🇮🇳,2,2025-09-10 12:51:09,synthetic,17053,5277,10618,43,8,0,0,0
Mukesh Ambani,business_leaders,Launching new initiative to support small businesses. Together we grow.,2,2025-09-10 12:51:09,synthetic,2918,6807,19281,71,10,0,0,0
Mukesh Ambani,business_leaders,Grateful for the opportunity to serve millions of users worldwide. @MukeshAmbani,2,2025-09-10 12:51:09,synthetic,55091,2502,24963,80,11,0,1,0
Mukesh Ambani,business_leaders,Media misrepresenting our statements. Here are the actual facts. #India,1,2025-09-10 12:51:09,synthetic,29716,8342,6550,71,10,1,0,0
Mukesh Ambani,business_leaders,Launching new initiative to support small businesses. Together we grow.,2,2025-09-10 12:51:09,synthetic,21028,4955,1470,71,10,0,0,0
Mukesh Ambani,business_leaders,Regulators need to understand technology before making rules. #India,1,2025-09-10 12:51:09,synthetic,33164,7636,31540,68,9,1,0,0
