Text,,Favorites,Retweets,Tweet ID,,,Date
"I just had an amazing day in Mumbai, India. Building an almost 80 story building, super luxury, which is doing great! Press is going wild.",08-12-2014 18:58,178,88,4.99329E+17,,,
"""@_jaynyc: if it's one person i admire, it'll be @realDonaldTrump for all the success he's had in his lifetime.""  Thank you!",08-12-2014 18:52,35,12,4.99328E+17,,,
"""@NYteeman: @realDonaldTrump played your spectacular course in westchester; hit it to 1'7"" on 13; awesome hole pic.twitter.com/Jrsoa7ChSS""",08-12-2014 18:50,129,50,4.99327E+17,,,
"""@ptarkkonen: ""Without  passion you don't have energy, without energy, you have nothing."" -Donald Trump #quote""",08-12-2014 18:43,124,116,4.99325E+17,,,
"""@AlmightyJuan__: I look like Donald Trump when he made his first 1 million""  You must be great looking!",08-12-2014 18:29,68,35,4.99322E+17,,,
"Be ready for problems. You??l have them every day, so keep things in perspective. Ask yourself: Is this a blip or is it a catastrophe?",08-12-2014 16:49,381,354,4.99297E+17,,,
Entrepreneurs: Resolve to be bigger than your problems. Who?? the boss?,08-12-2014 16:44,249,200,4.99295E+17,,,
"Entrepreneurs:  Keep your momentum. Without momentum, a lot of great ideas go nowhere.",08-12-2014 16:42,323,291,4.99295E+17,,,
??he way to get started is to quit talking and begin doing.??- Walt Disney,08-12-2014 16:03,444,458,4.99285E+17,,,
??iligence is the mother of good luck.?? - Benjamin Franklin,08-12-2014 14:56,241,249,4.99268E+17,,,
"The @TrumpChicago Spa offers 5 star services,12 treatment rooms & 53 spa guestrooms overlooking  Chicago skyline http://www.trumphotelcollection.com/chicago/chicago-spa-hotels.php??_",08-12-2014 14:07,47,20,4.99256E+17,,,
"??f you are passionate about your endeavors, it will be reflected back to you in your end result.????Trump Never Give Up",08-12-2014 13:30,250,252,4.99247E+17,,,
"Host of the 2022 @PGAChampionship & 2017 #USWomensOpen, Trump Nat?? Bedminster offers 36 holes of world class golf http://www.trumpnationalbedminster.com/?",08-12-2014 11:59,29,19,4.99224E+17,,,
Via @Reuters by @sumeet_chat: ??onald Trump plans investment in India betting on Modi government??ttp://in.reuters.com/article/2014/08/12/uk-trump-india-idINKBN0GC18O20140812??_,08-12-2014 10:57,30,40,4.99208E+17,,,
"Just watched Full Metal Jacket, can't believe R. Lee Ermey didn't win the Academy Award as the drill sergeant. Political nominations!",08-12-2014 09:29,255,98,4.99186E+17,,,
Robin Williams was a truly wonderful actor & comedian. One of the few people who could make me laugh. Very tragic.,08-12-2014 09:13,736,348,4.99182E+17,,,
"??o not view any failure as the end. Learn your lessons quickly, then move on.????Think Big",08-11-2014 17:08,485,549,4.98939E+17,,,
"??emember that fear can be conquered. Go full throttle, and the odds will be on your side.????Trump Never Give Up",08-11-2014 16:31,297,280,4.9893E+17,,,
"??e would accomplish many more things if we did not think of them as impossible.??- 
  Vince Lombardi",08-11-2014 15:44,252,286,4.98918E+17,,,
"""@DonnyGoines:  @TrumpNewYork One of my goals is to purchase a residence in your buildings. They're such beautiful works of art. #Positive""",08-11-2014 15:06,23,13,4.98908E+17,,,
"""@Richp2266: @realDonaldTrump @SharkGregNorman @Trump_Charlotte Plus he has his own water. pic.twitter.com/aS4HdMKqTR""",08-11-2014 15:01,96,31,4.98907E+17,,,
"""@MelissaIl: @realDonaldTrump Hope you had a great weekend with your gorgeous wife."" Very nice, thanks!",08-11-2014 14:59,21,9,4.98907E+17,,,
"""@JayGW804: RT @realDonaldTrump: The secret of getting ahead is getting started. -- Mark Twain""",08-11-2014 14:59,71,48,4.98906E+17,,,
"""@ash_talks: Have to meet @realDonaldTrump in the morning. Good night.""",08-11-2014 14:58,14,9,4.98906E+17,,,
"""@BonillaFeer: When I grow up, I want to be like... @realDonaldTrump""   Work hard!",08-11-2014 14:55,50,21,4.98906E+17,,,
"A spectacular lake front club w/  dramatic course designed by @SharkGregNorman, @Trump_Charlotte is NC?? top club http://www.trumpnationalcharlotte.com/?",08-11-2014 13:40,32,14,4.98887E+17,,,
.@TrumpNewYork?? 176 rooms  have floor-to-ceiling windows providing unparalleled views of Central Park & NYC http://www.trumphotelcollection.com/central-park/new-york-city-hotel.php??_,08-11-2014 12:39,33,12,4.98871E+17,,,
.@IvankaTrump?? @FoxNewsSunday ??ower Player of the Week??interview with Chris Wallacehttp://video.foxnews.com/v/3724217356001/the-donalds-daughter-taking-family-empire-to-new-heights/#sp=show-clips/weekend??_,08-11-2014 11:29,41,23,4.98854E+17,,,
The secret of getting ahead is getting started. -- Mark Twain,08-11-2014 11:14,396,434,4.9885E+17,,,
"""@sammyt_77: @realDonaldTrump you're a true champion Mr. Trump!""  Thank you.",08-11-2014 06:24,40,14,4.98777E+17,,,
"""@AkomolafeJoseph: @realDonaldTrump @Aaron  I have read it back to back - where i get my motivation from. Donald Trump is a rare gem."" Nice!",08-11-2014 06:22,22,9,4.98776E+17,,,
"Sorry, won't be doing Fox & Friends this morning - will be in India on a couple of major business deals!",08-11-2014 06:16,99,52,4.98775E+17,,,
"""@JonathanBowa: @realDonaldTrump you need to run for office.""",08-11-2014 05:19,40,20,4.9876E+17,,,
"""@bahia6085: @realDonaldTrump Saw Show on IVANKA Fox News. Very good. She is a great role model--like you,"" Thank you!",08-11-2014 05:08,19,7,4.98758E+17,,,
"""@Aaron_Yay: Trump is my new idol. His pastor was Norman Vincent Peale?! #NewThoughtPioneer - Can't wait to read the Art of the Deal.",08-11-2014 05:04,12,4,4.98757E+17,,,
"""@babalandyy: @realDonaldTrump you should be the president"" Thanks!",08-11-2014 05:02,26,6,4.98756E+17,,,
"""@DeannaSpillyard: My Dad, Captain Tom Scott went home to be with the Lord last night. Please keep my family in your prayers. #devastated.",08-11-2014 04:59,26,13,4.98756E+17,,,
"""@TheAme19: @realDonaldTrump @RedNationRising And the answer ISN'T Hillary or Pocahontas Warren for $300...""",08-11-2014 04:58,21,7,4.98755E+17,,,
"""@TruthGunner: ??realDonaldTrump: ""@dejr5: @realDonaldTrump Donald Trump & Ben Carson 2016"" Wow!??I LIKE IT !!! Run Donald, RUN !""",08-11-2014 04:57,22,10,4.98755E+17,,,
"""@tweets_business: @realDonaldTrump pic.twitter.com/wYbBBk197x""",08-11-2014 04:56,313,262,4.98755E+17,,,
"""@Kittykatnip1970: @SaveUSA2014 @realDonaldTrump Dr. Ben Carson and @SenTedCruz are my top choices.""",08-11-2014 04:54,28,10,4.98754E+17,,,
"""@Kittykatnip1970:  @SaveUSA2014 @realDonaldTrump If Mr. Trump was our next POTUS our economy would improve & jobs would be created.",08-11-2014 04:54,20,7,4.98754E+17,,,
"""@PG1701: @realDonaldTrump Home or abroad, this President hasn't put one dent into any of our problems. In many cases, made things worse.""",08-11-2014 04:48,37,24,4.98753E+17,,,
"""@Mega_Murph_: We need smart people like @realDonaldTrump in office -  he can get America back on it's feet""",08-09-2014 03:32,97,64,4.98009E+17,,,
"We need a President who isn't a laughing stock to the entire World. We need a truly great leader, a genius at strategy and winning. Respect!",08-09-2014 03:30,739,704,4.98008E+17,,,
The World as we know it is falling apart. Much of the blame can be attributed to the fact that the United States is no longer respected!,08-09-2014 03:20,542,561,4.98006E+17,,,
"""@dejr5: @realDonaldTrump Donald Trump & Ben Carson 2016"" Wow!",08-09-2014 03:14,65,38,4.98004E+17,,,
"""@wRiTeItNoW.  A quote you'd like. You have undertaken to cheat me. I won't sue you, for the law is too slow. I'll ruin you. -Vanderbilt""",08-09-2014 03:07,97,61,4.98003E+17,,,
"""@josegonzalez_69: @realDonaldTrump Bush never should've sent our troops there to begin with!""I have said that for many years, bad judgement",08-09-2014 03:06,60,23,4.98002E+17,,,
"""@hardworkinmane: @realDonaldTrump u need to have a talk show of your own. It would really be big because u have interesting views."" I agree",08-08-2014 23:08,80,26,4.97942E+17,,,
"""@pacsgirl36: @realDonaldTrump wish he would just resign he is hurting America now other parts of the world Obama is a disaster""",08-08-2014 23:07,117,77,4.97942E+17,,,
"""@BackOnTrackUSA:While Obama is partying at The WH with corrupt African leaders, Christians are being killed by ISIS with American weapons.""",08-08-2014 23:06,205,278,4.97942E+17,,,
"""@MJB____: I just bought #ArtOfTheDeal and #ThinkBig @realDonaldTrump"" Great, enjoy!",08-08-2014 22:27,32,19,4.97932E+17,,,
"""@Suhreenaa: Donald Trump Still My Favorite Song!!""",08-08-2014 22:26,29,13,4.97932E+17,,,
"""@mlmpatton: @realDonaldTrump when is Celebrity Apprentice returning? Love that show & you!"" In the Fall, thanks!",08-08-2014 22:21,65,21,4.97931E+17,,,
"""@seankesser:  @realDonaldTrump Trump University had 98% approval ratings,beats Harvard, NYU & other top universities""",08-08-2014 22:16,54,34,4.97929E+17,,,
"??f you know the enemy and know yourself you need not fear the results of a hundred battles.??- 
  Sun Tzu",08-08-2014 15:43,254,280,4.9783E+17,,,
"""@gmannn1983 @realDonaldTrump best ties anywhere class all the way""  Thanks.",08-08-2014 15:42,21,8,4.9783E+17,,,
Same CDC which is bringing Ebola to US misplaced samples of anthrax earlier this year http://www.cnn.com/2014/07/15/health/cdc-anthrax-ziploc-bags/??_  Be careful.,08-08-2014 14:58,87,116,4.97819E+17,,,
"""Ebola's spread is 'unprecedented' says CDC chief""http://www.dailymail.co.uk/news/article-2719852/Ebola-s-spread-unprecedented-says-CDC-chief-warns-deadly-disease-spread-US.html#ixzz39oaWl9uE??_",08-08-2014 14:56,44,61,4.97819E+17,,,
"""@scrt22 @realDonaldTrump for all of your faults, whole lot of common sense coming from this twitter account."" Thanks, sort of!",08-08-2014 14:46,31,12,4.97816E+17,,,
Obama will send troops back into Iraq combat zone. Don?? believe anything he says. Just covering for his mistakes.,08-08-2014 14:07,273,294,4.97806E+17,,,
"With 18 beautiful holes, each boasting unique characteristics, Trump Nat?? Philadelphia is a Golf treasure http://www.trumpnationalphiladelphia.com/Default.aspx?p=DynamicModule&pageid=297512&ssid=180271&vnf=1??_",08-08-2014 14:04,25,17,4.97806E+17,,,
"Iraq is more dangerous today than any time under Saddam. War was a mistake, as I said from the very beginning. Bush & Obama should apologize",08-08-2014 13:50,455,676,4.97802E+17,,,
Via @nypost by Editorial Board: ??ew York?? mute @AGSchneiderman??http://nypost.com/2014/08/03/new-yorks-mute-attorney-general/??_ Schneiderman is feckless and corrupt.,08-08-2014 13:16,14,7,4.97793E+17,,,
.@nypost: ??ozens of key staffers fleeing @AGSchneiderman?? office??ttp://nypost.com/2014/08/03/dozens-of-key-staffers-fleeing-schneidermans-office??_,08-08-2014 13:08,23,8,4.97791E+17,,,
"""@dainbramaged_ @realDonaldTrump  Surprise only happens when Obama does something right. You can expect no surprises."" True.",08-08-2014 13:04,54,36,4.97791E+17,,,
"One of @GolfWorldUS??top public courses, @TrumpGolfLA's course stands as a testament to the greatness of golf http://www.trumpnationallosangeles.com/Default.aspx?p=DynamicModule&pageid=288145&ssid=166797&vnf=1??_",08-08-2014 13:00,19,10,4.97789E+17,,,
The new winner of the @MissTeenUSA pageant K. Lee Graham http://instagram.com/p/rcWinlmhQ0/?modal=true??_,08-08-2014 11:57,41,23,4.97774E+17,,,
What other country tells the enemy when we are going to attack like Obama is doing with ISIS. Whatever happened to the element of surprise?,08-08-2014 11:49,481,449,4.97772E+17,,,
"Sorry, I won?? be able to do @foxandfriends at 7 AM on Monday??ill be in India.",08-08-2014 11:45,43,15,4.9777E+17,,,
"""@nothreeputt You have to admit @realDonaldTrump was correct, Valhalla much better course to the eye than Pinehurst. #notamuni"" So true!",08-07-2014 16:46,20,16,4.97484E+17,,,
ObamaCare premiums rising 13.2% in 2015 http://tbo.com/news/education/obamacare-premiums-rising-132-percent-in-florida-20140804/??_ Elections have consequences!,08-07-2014 16:44,98,130,4.97483E+17,,,
These are something I just can't buy. Excited for the @usopen http://instagram.com/p/raNuNxmhW_/?modal=true??_,08-07-2014 15:58,89,41,4.97472E+17,,,
"""@seankesser: @bonn66 @realDonaldTrump @EricTrump Donald Trump and his son Eric Trump do massive amount of charity"" Thank you!",08-07-2014 04:09,44,23,4.97293E+17,,,
"""@ShadesOfLilac: RT ??realDonaldTrump: We should not be importing the disease to our homeland.??Completely agree, Mr. Trump.""",08-07-2014 04:05,56,31,4.97292E+17,,,
"""@johnyboi509: @realDonaldTrump for president #2016""",08-07-2014 04:01,44,19,4.97291E+17,,,
"""@BoogBannon: Can't wait till @realDonaldTrump is president"" I don't blame you, things would get really good, really fast!",08-07-2014 04:00,77,25,4.97291E+17,,,
"""@CMSKPK: Watch out, Sir! My daughter and I are the next Donald & Ivanka! I'm coming for you...with a business proposal, of course!""",08-07-2014 03:43,28,8,4.97287E+17,,,
"""@D1PZ: One of Donald Trump's philosophies: ""If someone screws you, screw them back ten times worse"" I have heard of far worse!",08-07-2014 03:34,72,66,4.97285E+17,,,
"""@superjessica562: Donald Trump by @MacMiller will forever be one of my favs ""  I understand why!",08-07-2014 03:31,106,65,4.97284E+17,,,
"Discipline is a key ingredient for success. It will build character, motivation and bring opportunity.",08-06-2014 15:53,518,604,4.97108E+17,,,
Young entrepreneurs ??remember quality and results are the key metrics to success.,08-06-2014 15:51,391,316,4.97108E+17,,,
"Located in South Ayrshire, Scotland, @TrumpTurnberry offers diverse dining options suitable for any occasion http://www.trump.com/Golf_Clubs/scotland/Turnberry.asp??_",08-06-2014 14:35,31,17,4.97089E+17,,,
With over 260 5 Star guest rooms & suites @TrumpTO is 65 stories of pure luxury in the center of downtown Toronto http://www.trumphotelcollection.com/toronto/toronto-ontario-hotels.php??_,08-06-2014 12:41,38,22,4.9706E+17,,,
"Vision remains vision until you focus, do the work, and bring it down to earth where it will do some good.",08-06-2014 12:02,245,253,4.9705E+17,,,
Investors are visionaries in some respects--they look beyond the present.,08-06-2014 12:01,149,148,4.9705E+17,,,
Remain open to new ideas. That's where innovation begins.,08-06-2014 11:50,283,314,4.97047E+17,,,
"Learning never exhausts the mind.
 -- Leonardo da Vinci",08-06-2014 10:51,309,321,4.97032E+17,,,
"""@fuckceciliaa: @realdonaldtrump I hate to admit it but I'm with you on this one.""",08-05-2014 23:20,28,18,4.96858E+17,,,
SECURE THE BORDER! BUILD A WALL!,08-05-2014 16:34,1744,1584,4.96756E+17,,,
??he belief that security can be obtained by throwing a small state to the wolves is a fatal delusion.??Winston Churchill,08-05-2014 16:19,185,174,4.96752E+17,,,
Thanks @MickyArison for your nice statement @BLTPrimeMiami @TrumpDoral. I just want to do as well as you have with @MiamiHEAT. See u soon,08-05-2014 16:04,50,25,4.96748E+17,,,
Think big. Stay focused. Be passionate. Don?? ever give up,08-05-2014 15:31,686,807,4.9674E+17,,,
Congratulations to @rushlimbaugh on his recent 26th year anniversary. Rush has revolutionized talk radio! Sorry haters and losers!,08-05-2014 15:04,241,151,4.96733E+17,,,
The Village @Trump_Charlotte offers a variety of 5 Star dining experiences for everyday dining & catered affairs http://www.trumpnationalcharlotte.com/dining?,08-05-2014 14:48,19,10,4.9673E+17,,,
We are going through contentious primaries now but the GOP must unite. Let?? take the Senate and stop Obama?? dangerous agenda.,08-05-2014 14:30,147,109,4.96725E+17,,,
The $200M in renovations of Trump Int?? Washington DC are on track. The Old Post Office is being transformed into true luxury.,08-05-2014 14:07,112,56,4.96719E+17,,,
"It?? Tuesday. How many fundraisers, travelling on the taxpayer dime, will Obama hold today?",08-05-2014 13:44,214,153,4.96713E+17,,,
"The ultimate vacation destination, @TrumpPanama?? sleek design evokes a majestic sail fully deployed in the wind http://www.trumphotelcollection.com/panama/panama-city-panama-hotels.php??_",08-05-2014 13:33,26,24,4.9671E+17,,,
Congratulations to @IvankaTrump on being named the @FoxNewsSunday Power Player of the Week http://www.foxnews.com/on-air/fox-news-sunday-chris-wallace/email??_,08-05-2014 11:02,114,31,4.96673E+17,,,
Via @LasVegasSun by Eugene R. Dunn: ??mpeach Obama and elect Trump??ttp://www.lasvegassun.com/news/2014/aug/04/impeach-obama-and-elect-trump/??_,08-05-2014 10:40,39,18,4.96667E+17,,,
"Thank you, @elvisduran for dedicating your birthday today to the @EricTrumpFdn for @StJude! Click here to donate:http://www.gofundme.com/cfgjec?",08-05-2014 10:31,86,33,4.96665E+17,,,
??eing true to yourself?_will give you a lot of power over any negatives thrown your way.????Midas Touch,08-05-2014 09:16,260,286,4.96646E+17,,,
Doctors have already died treating Ebola http://www.nbcnews.com/storyline/ebola-virus-outbreak/doctor-contracts-ebola-after-treating-american-who-died-nigeria-n171946??_  We should not be importing the disease to our homeland.,08-05-2014 08:56,394,414,4.96641E+17,,,
Our government now imports illegal immigrants and deadly diseases. Our leaders are inept.,08-05-2014 08:55,670,658,4.96641E+17,,,
"""@illusiverealm: Just bought a @realDonaldTrump tie from @Macys it's beautiful, great style"" Great, they are top quality at reasonable price",08-05-2014 07:20,33,10,4.96617E+17,,,
So many people are agreeing with me on not creating a "highway" for Ebola to the U.S. Started in small area of Africa and now spreading fast,08-05-2014 07:17,297,185,4.96616E+17,,,
"""@JayGershbein: I agree! MT  Doctor on @NBCNightlyNews agreed we should not bring #Ebola into country in two patients, bring docs to them.""",08-05-2014 07:12,104,72,4.96615E+17,,,
"""@Sprkle:  Your opinions on #Ebola were outstanding and intelligent. If only we could channel some of this common sense to the WH..""",08-05-2014 07:08,84,36,4.96614E+17,,,
"""@TheJimLewis: I really like the #Trump collection, quality is outstanding, Feel like a #billionaire wearing it. pic.twitter.com/lKXfxIUwAW""",08-05-2014 04:48,172,85,4.96578E+17,,,
"""@JordanManhas: @realDonaldTrump , Any plans for a trump building in Toronto, Mr.Trump."" Already have a great one, Trump International hotel",08-05-2014 04:45,29,13,4.96578E+17,,,
"""@SteveGutzler: In the end, you??e measured not by how much you undertake, but what you finally accomplish - Donald Trump",08-05-2014 04:32,96,96,4.96575E+17,,,
"""@happygirl71929: Our current government doesn't have the balls to do what needs to be done....Yet ANOTHER reason for you to Run!""",08-04-2014 20:00,102,41,4.96446E+17,,,
"""@Coximus2: Oh, Donald. Don't ever change @realDonaldTrump"" I will try not to!",08-04-2014 19:59,51,21,4.96445E+17,,,
"""@LeAnneLovesArt: @realDonaldTrump New York City hospital testing patient for possible Ebola infection... http://www.foxnews.com/health/2014/08/04/new-york-city-hospital-testing-patient-for-possible-ebola-infection/??_"" Hello!",08-04-2014 19:53,54,61,4.96444E+17,,,
The bigger problem with Ebola is all of the people coming into the U.S. from West Africa who may be infected with the disease. STOP FLIGHTS!,08-04-2014 19:51,519,558,4.96443E+17,,,
"A doctor on NBC Nightly News agreed with me-we should not bring Ebola into our country through two patients, but should bring docs to them.",08-04-2014 19:48,420,291,4.96443E+17,,,
"Achievers move forward at all times. Achievement is not a plateau, it's a beginning.",08-04-2014 16:16,412,529,4.96389E+17,,,
"Focus on your goals, not your problems. Don't tread water. Get out there and go for it.",08-04-2014 16:13,598,675,4.96389E+17,,,
"Briarcliff  Manor should get a better town manager. Philip Zegarelli has no clue??ad roads, a total puppet of the mayor?  @westchestergov",08-04-2014 12:57,35,18,4.96339E+17,,,
"Mayor Bill Vescio of Briarcliff  Manor, Westchester, is doing a terrible job. Horrible roads, high taxes, housing down. @westchestergov",08-04-2014 12:56,41,14,4.96339E+17,,,
"One of the tallest office buildings in downtown NYC, 40 Wall Street is a classic Art Deco building http://www.40wallstreet.com/overview?",08-04-2014 12:10,66,26,4.96327E+17,,,
"""@Yubbie007: Your excellence @realDonaldTrump If were the President all these problems would have been solved. We need you to save the world",08-04-2014 10:21,51,27,4.963E+17,,,
"""@MichaelKakos: @realDonaldTrump if only we listened to your wisdom Mr. Trump! #sad #damnshame""  True!",08-04-2014 10:19,59,14,4.96299E+17,,,
"We should have taken the oil in Iraq, and now our mortal enemies have got it, and with no opposition. Really dumb U.S. pols! I'm so angry!",08-04-2014 10:16,265,236,4.96299E+17,,,
"Isis terror group has now fully taken over large sections of Iraq, and will soon have control of massive oil reserves. I told you so.",08-04-2014 10:10,241,289,4.96297E+17,,,
"""@Jon_Senior: Mr Trump sir, how many presidents from the last 50 years will you be better than when you become president? All of them?"" All!",08-04-2014 09:13,95,51,4.96283E+17,,,
"""@jenncase: .@realDonaldTrump for prez 2016 cuz #america""",08-04-2014 09:08,46,19,4.96282E+17,,,
"""@AgentSanderson: @realDonaldTrump I hate myself for following you..."" But you just have no control over yourself, you need Trump so badly!",08-03-2014 22:33,100,45,4.96122E+17,,,
"""@KrisinAL: @realDonaldTrump @FrankLuntz Explain? He's a pollster?""  Yes, but a really bad (and boring) one!",08-03-2014 22:28,29,8,4.96121E+17,,,
.@FrankLuntz works really hard but is a guy who just doesn't have it - a total loser!,08-03-2014 22:22,65,64,4.96119E+17,,,
"""@TrickyMackey: @Tidmore He seems to be doing the right thing. He's taking a stand for America and asking 4 some common sense about Ebola.""",08-02-2014 23:43,52,43,4.95777E+17,,,
"""@rdodd104: @realDonaldTrump i agree it does seem crazy""",08-02-2014 23:43,24,7,4.95777E+17,,,
"""@BerryBrite1: @realDonaldTrump They knew the risk when they went to Africa. They choose it freely.""",08-02-2014 23:42,91,62,4.95777E+17,,,
"""@NicoleNrouse: Looking forward to my work week in #Chicago and my favorite Rooftop restaurant @TrumpChicago best view! @realDonaldTrump""",08-02-2014 23:42,33,18,4.95777E+17,,,
"""@livinginthenorm: I find @realDonaldTrump and his tweets thoroughly entertaining!""",08-02-2014 23:41,51,15,4.95776E+17,,,
"The fact that we are taking the Ebola patients, while others from the area are fleeing to the United States, is absolutely CRAZY-Stupid pols",08-02-2014 18:55,375,393,4.95704E+17,,,
The U.S. must immediately stop all flights from EBOLA infected countries or the plague will start and spread inside our "borders." Act fast!,08-02-2014 07:26,847,1128,4.95531E+17,,,
"""@tony351952: @realDonaldTrump U need 2 run 4 office""",08-02-2014 07:17,78,22,4.95529E+17,,,
"""@BigBoie7531:  To all the liberal do gooders, this is the Plague you idiots! No cure! @ You may have confidence in the CDC, but I don't!""",08-01-2014 23:46,291,253,4.95415E+17,,,
"""@tina_louise_007: @realDonaldTrump I agree!!!!!""",08-01-2014 23:45,32,8,4.95415E+17,,,
"""@NicolasTetrault: @realDonaldTrump I agree 100%""",08-01-2014 23:45,29,10,4.95415E+17,,,
"""@Mrs_VGomez: @realDonaldTrump Yes !! The government is bringing them back here so the outbreak can start here too !!""",08-01-2014 23:44,91,61,4.95415E+17,,,
"""@BarbaraSMayer: @realDonaldTrump You are right about the Ebola patients. It's a deadly virus, and they shouldn't bring them to the US.""",08-01-2014 23:43,133,92,4.95414E+17,,,
"""@mrstraceyowen: @realDonaldTrump you want sense ? Listen to @realDonaldTrump !""",08-01-2014 22:30,38,16,4.95396E+17,,,
"If you read my last number of tweets, only one opinion can be formed - that our President, and therefore ""leader,"" is grossly incompetent!",08-01-2014 21:45,545,379,4.95385E+17,,,
"The ObamaCare website is in the news again - it is turning out to cost even more than previously thought, AND IT DOESN'T WORK! Big trouble!",08-01-2014 21:38,287,228,4.95383E+17,,,
"So many lives and two trillion dollars wasted, and our worst enemies will get the 2nd largest oil reserves in the World. Such stupid leaders",08-01-2014 21:32,417,384,4.95382E+17,,,
"Just as I have been predicting for years, Iraq will fall to the people that hate  the U.S. the most - just outside of Baghdad.""Keep the oil""",08-01-2014 21:27,172,103,4.9538E+17,,,
The U.S. cannot allow EBOLA infected people back. People that go to far away places to help out are great-but must suffer the consequences!,08-01-2014 21:22,1305,2888,4.95379E+17,,,
.@David_Cameron  Why do you give Scotland so much money to destroy their magnificent land with wind turbines-causing massive taxes & E bills,08-01-2014 21:12,74,76,4.95377E+17,,,
".@David_Cameron As Prime Minister, why are you spending vast amounts of money to subsidize ugly wind turbines in Scotland that nobody wants?",08-01-2014 20:03,99,113,4.95359E+17,,,
"If you think you can do a thing or think you can't do a thing, you're right.
 -- Henry Ford",08-01-2014 17:00,315,341,4.95313E+17,,,
"""@MickyArison @realDonaldTrump @BLTPrimeMiami @TrumpDoral thanks a really nice addition to the Doral neighborhood."" Thank you.",08-01-2014 15:08,21,9,4.95285E+17,,,
"Obama?? war on women. ??umber of Unemployed Women Increased in July by 227,000??http://www.cnsnews.com/news/article/ali-meyer/number-unemployed-women-increased-july-227000??_",08-01-2014 13:31,110,172,4.95261E+17,,,
??ometimes life hits you in the head with a brick. Don't lose faith.??- Steve Jobs,08-01-2014 12:46,395,493,4.95249E+17,,,
".@BLTPrimeMiami, @TrumpDoral?? signature restaurant, has set the standard for today?? modern steakhouse http://www.e2hospitality.com/blt-prime-miami?",08-01-2014 12:43,28,19,4.95248E+17,,,
"Stop the EBOLA patients from entering the U.S. Treat them,  at the highest level, over there. THE UNITED STATES HAS ENOUGH PROBLEMS!",08-01-2014 08:22,987,1187,4.95183E+17,,,
"""@redskinsgirl23: @realDonaldTrump @Macys Not more beautiful than @IvankaTrump! She is just soooooo beautiful!"" I happen to agree!",7/31/14 22:11,45,25,4.95029E+17,,,
"""@IntegralDevices: @realDonaldTrump @IR7DJ2 @buffalobills Congrats #NFL good choice""",7/31/14 22:08,31,19,4.95028E+17,,,
"""@IR7DJ2:  @realDonaldTrump @buffalobillsHe knows how to run organizations.Has a proven track record. Most importantly-He's respected""",7/31/14 22:08,29,16,4.95028E+17,,,
"""@pauljmarsico: @realDonaldTrump @buffalobills Only if the price is right will Mr. Trump make this deal.""",7/31/14 22:07,31,12,4.95028E+17,,,
Ebola patient will be brought to the U.S. in a few days - now I know for sure that our  leaders are incompetent. KEEP THEM OUT OF HERE!,7/31/14 22:04,735,918,4.95027E+17,,,
"""@woofeous: @realDonaldTrump @brasicingbras @Macys I'll admit Trump ties are most beautiful.",7/31/14 21:56,30,12,4.95025E+17,,,
"""@IR7DJ2: @realDonaldTrump advancing to next round of bidding for @buffalobills. He would be #amazing for #NFL and everything in general.",7/31/14 21:52,48,21,4.95024E+17,,,
"""@CPow17: Got my first paycheck today. Watch out @realDonaldTrump I'm right on you're heels"" Great going, work hard!",7/31/14 21:49,48,11,4.95023E+17,,,
"""@bethlhoskins: @realDonaldTrump @MiznerGeek @Macys & you have INCREDIBLE kids!!! By far your best work @realDonaldTrump"" Very nice, thanks.",7/31/14 18:54,28,16,4.94979E+17,,,
"""@brasicingbras @Macys Donald, ever since I switched over to Trump ties from Macy's I can't stop closing deals!!""  Great!",7/31/14 16:31,38,19,4.94943E+17,,,
"If our border is not secure, we can expect another attack. A country with open borders is open to the terrorists.",7/31/14 16:27,284,261,4.94942E+17,,,
"With our weakened dollar, gas will continue to rise. Fracking is an answer to lowering energy costs.",7/31/14 16:10,137,105,4.94938E+17,,,
"??eveloping your talent requires work, and work creates luck.????Trump Never Give Up",7/31/14 15:49,232,253,4.94933E+17,,,
"Trump Int?? Palm Beach offers a spectacular course, with hill vistas, bunkers and incredible water features. http://www.trumpinternationalpalmbeaches.com/?",7/31/14 15:39,43,22,4.9493E+17,,,
"If Vera Coking had taken my millions of $?? like she should have, she would have lived for many years in Palm Beach, Florida.",7/31/14 15:22,57,33,4.94926E+17,,,
Vera Coking saved me ??ucho??money by turning down my offer??hanks Vera!,7/31/14 15:22,54,20,4.94926E+17,,,
"Vera Coking made a big mistake in Atlantic City by turning down many millions of $?? years ago for property that just sold for $530,000.",7/31/14 15:21,61,40,4.94926E+17,,,
From ABC News: "In Demand: Washington's Highest (and lowest) Speaking Fees"  by Scott Wilsonhttp://abcn.ws/1jKCtjO?,7/31/14 13:46,25,17,4.94902E+17,,,
".@TrumpChicago?? river, lake and skyline views in each of its deluxe 5 Star guestrooms http://www.trumphotelcollection.com/chicago/chicago-hotel-suites.php??_",7/31/14 12:21,28,19,4.94881E+17,,,
"I support K-9?? for Warriors, a wonderful organization that trains service dogs for veterans. Please contact http://www.K9sForWarriors.org?",7/31/14 11:42,161,140,4.94871E+17,,,
"""@theguychief_: @realDonaldTrump #DonaldTrumpForPresident2016""",7/31/14 9:55,33,29,4.94844E+17,,,
